"STATE","OFFENSE","AdultBlack","AdultWhite","JuvenileBlack","JuvenileWhite","JuvenileFemale","JuvenileMale"
"Texas","Aggravated assault",204,500,9,29,13,25
"Texas","Burglary",116,310,48,125,15,158
"Texas","Larceny",957,2882,205,727,546,399
"Texas","Other assaults",1067,2982,123,271,202,197
"Texas","Forgery and counterfeiting",71,83,0,0,0,0
"Texas","Fraud",63,209,6,7,4,9
"Texas","Total Drug Violations",1380,2503,59,275,49,285
"Texas","Possession (subtotal)",1228,2397,54,269,47,276
"Texas","Possession-Marijuana",702,1460,42,226,34,234
"Texas","Liquor",134,603,2,100,34,69
"Texas","All other non-traffic offenses",5273,12360,120,507,129,503
"Texas","Possession-Synthetic narcotics",31,85,1,5,3,3
"Texas","DUI",348,4627,0,29,6,23
"Texas","Manslaughter by negligence",0,1,0,0,0,0
"Texas","Embezzlement",0,8,0,0,0,0
"Texas","Vandalism",35,144,12,28,3,37
"Texas","Sale (subtotal)",152,106,5,6,2,9
"Texas","Sale-Marijuana",27,24,1,3,0,4
"Texas","Rape",0,3,0,0,0,0
"Texas","Family offenses",5,7,0,0,0,0
"Texas","Murder and manslaughter",11,12,0,0,0,0
"Texas","Robbery",86,99,12,28,6,34
"Texas","Weapons",82,254,6,20,2,24
"Texas","Arson",11,9,6,2,0,8
"Texas","Stolen property",2,12,0,0,0,0
"Texas","Prostitution",63,105,0,1,0,1
"Texas","Sex offenses",28,87,10,27,2,35
"Texas","Sale-Opiates",111,46,4,2,2,4
"Texas","Sale-Synthetic narcotics",8,3,0,0,0,0
"Texas","Sale-Other drugs",6,33,0,1,0,1
"Texas","Possession-Opiates",387,548,10,27,8,29
"Texas","Possession-Other drugs",108,304,1,11,2,10
"Texas","Drunkenness",544,4618,2,26,7,21
"Texas","Disorderly conduct",32,122,2,9,0,11
"Texas","Vagrancy",0,5,99,469,152,418
"Texas","Curfew and Loitering",0,0,101,510,173,443
"Texas","Runaways",0,0,3,9,6,6
"Texas","Gambling (total)",13,44,0,1,0,1
"Texas","All other gambling",13,44,0,1,0,1
"Texas","Motor vehicle theft",0,2,0,0,0,0
