"STATE","OFFENSE","AdultBlack","AdultWhite","JuvenileBlack","JuvenileWhite","JuvenileFemale","JuvenileMale"
"District of Columbia","",0,0,0,0,0,0
"District of Columbia","Robbery",20,1,32,0,4,28
"District of Columbia","Burglary",0,1,0,0,0,0
"District of Columbia","Larceny",17,7,15,3,1,17
"District of Columbia","Motor vehicle theft",5,1,9,0,1,8
"District of Columbia","Other assaults",95,26,55,0,21,34
"District of Columbia","Embezzlement",1,0,0,0,0,0
"District of Columbia","Stolen property",10,0,2,0,0,2
"District of Columbia","Vandalism",7,5,16,1,4,13
"District of Columbia","Weapons",18,1,9,1,0,10
"District of Columbia","Total Drug Violations",58,12,20,3,4,19
"District of Columbia","Sale (subtotal)",4,1,2,1,0,3
"District of Columbia","Sale-Marijuana",2,0,2,1,0,3
"District of Columbia","Possession (subtotal)",54,11,18,2,4,16
"District of Columbia","Possession-Marijuana",38,9,17,2,4,15
"District of Columbia","Possession-Other drugs",3,0,0,0,0,0
"District of Columbia","DUI",7,10,0,0,0,0
"District of Columbia","Liquor",1220,173,2,0,1,1
"District of Columbia","Drunkenness",31,46,0,0,0,0
"District of Columbia","Disorderly conduct",126,17,96,6,41,61
"District of Columbia","Vagrancy",162,20,0,0,0,0
"District of Columbia","All other non-traffic offenses",2405,653,135,13,19,132
"District of Columbia","Curfew and Loitering",0,0,2,0,0,2
"District of Columbia","Aggravated assault",24,4,13,0,4,9
"District of Columbia","Possession-Opiates",13,2,1,0,0,1
"District of Columbia","Forgery and counterfeiting",3,0,0,0,0,0
"District of Columbia","Fraud",0,0,1,0,0,1
"District of Columbia","Arson",0,0,1,0,0,1
"District of Columbia","Sale-Opiates",1,0,0,0,0,0
"District of Columbia","Sex offenses",1,0,1,0,0,1
"District of Columbia","Sale-Other drugs",1,1,0,0,0,0
